device_id,gender,age,group
-2.21379E+18,F,33,F33-42
5.11238E+18,M,46,M39+
-4.59793E+18,M,46,M39+
-2.1762E+18,M,30,M29-31
-4.83744E+18,M,35,M32-38
6.78054E+17,M,35,M32-38
3.63458E+18,M,27,M27-28
6.24205E+18,M,61,M39+
7.49785E+18,F,23,F23-
-3.64197E+18,M,33,M32-38
8.52262E+18,M,28,M27-28
-6.01816E+18,F,39,F33-42
6.78869E+18,M,29,M29-31
5.78525E+18,M,35,M32-38
-6.73968E+18,M,43,M39+
-5.0663E+18,M,23,M23-26
-3.35234E+18,M,21,M22-
3.05002E+18,M,21,M22-
7.46452E+18,F,33,F33-42
4.97779E+18,M,31,M29-31
6.8246E+18,M,44,M39+
-7.04417E+18,M,20,M22-
3.34424E+18,M,24,M23-26
6.70323E+18,F,60,F43+
5.89558E+17,F,35,F33-42
8.9466E+18,F,29,F29-32
-7.08385E+18,M,29,M29-31
-2.00157E+18,M,29,M29-31
6.46308E+17,M,24,M23-26
-4.98639E+18,F,33,F33-42
-5.48715E+18,F,44,F43+
2.66213E+18,F,78,F43+
-6.63055E+18,F,29,F29-32
7.9587E+18,F,29,F29-32
9.04771E+18,M,24,M23-26
-4.30799E+18,M,28,M27-28
5.86112E+18,M,31,M29-31
-4.37737E+18,M,31,M29-31
-4.37436E+18,M,31,M29-31
1.44207E+18,M,29,M29-31
1.35289E+18,M,35,M32-38
-1.94096E+18,M,27,M27-28
6.01983E+18,M,24,M23-26
2.04808E+18,M,24,M23-26
-6.03248E+18,M,24,M23-26
-1.58225E+18,M,23,M23-26
6.65553E+18,M,31,M29-31
-1.47479E+18,M,30,M29-31
1.0299E+18,M,30,M29-31
7.20757E+17,M,27,M27-28
6.31096E+18,F,27,F27-28
2.40736E+18,M,27,M27-28
-4.21797E+18,M,47,M39+
-5.17954E+18,M,45,M39+
-4.55177E+18,M,39,M39+
6.35668E+18,M,24,M23-26
6.0085E+18,M,32,M32-38
-2.79018E+18,M,37,M32-38
9.1491E+18,M,30,M29-31
1.69576E+18,M,34,M32-38
-5.38332E+18,M,34,M32-38
-8.38661E+18,M,29,M29-31
4.88933E+18,M,29,M29-31
-6.15367E+18,M,41,M39+
-2.03763E+18,M,38,M32-38
-7.09669E+18,M,26,M23-26
-8.67961E+18,M,56,M39+
-1.98393E+18,M,39,M39+
-3.84642E+18,M,37,M32-38
-7.12013E+18,M,40,M39+
4.57356E+18,M,38,M32-38
-9.08063E+18,M,21,M22-
5.23993E+18,M,38,M32-38
-4.09387E+18,M,26,M23-26
-3.80821E+18,M,28,M27-28
-3.52852E+18,M,39,M39+
-5.92021E+18,M,39,M39+
-5.17733E+18,M,32,M32-38
2.91963E+17,M,32,M32-38
-3.86186E+18,M,32,M32-38
8.35374E+18,M,23,M23-26
1.16395E+18,F,39,F33-42
-8.73215E+17,M,35,M32-38
-6.05851E+18,F,35,F33-42
-6.86838E+18,M,26,M23-26
-2.33004E+18,F,25,F24-26
1.82261E+18,M,35,M32-38
3.28869E+18,M,26,M23-26
3.43999E+18,M,39,M39+
-1.68853E+18,M,44,M39+
-2.82833E+18,M,44,M39+
-6.02352E+17,M,44,M39+
1.32599E+18,M,44,M39+
-2.80254E+18,M,38,M32-38
6.09031E+18,M,27,M27-28
-5.51441E+18,F,27,F27-28
3.79628E+18,F,22,F23-
3.3238E+17,F,37,F33-42
7.12348E+18,F,37,F33-42
6.02669E+18,F,37,F33-42
4.50556E+18,F,37,F33-42
4.98138E+18,M,34,M32-38
-2.36964E+17,M,25,M23-26
-2.2918E+17,F,31,F29-32
8.12522E+17,M,29,M29-31
4.53001E+18,F,42,F33-42
1.3183E+18,F,33,F33-42
5.03131E+18,M,24,M23-26
7.57668E+18,M,24,M23-26
7.5521E+18,M,23,M23-26
1.11994E+18,M,32,M32-38
8.78088E+18,M,36,M32-38
1.04355E+18,M,29,M29-31
-8.29519E+18,M,31,M29-31
1.87431E+18,M,33,M32-38
-1.84401E+17,M,26,M23-26
-7.60378E+18,M,32,M32-38
-5.1814E+18,M,50,M39+
8.13471E+18,M,28,M27-28
-7.06508E+18,M,27,M27-28
5.52499E+17,F,22,F23-
8.76177E+18,F,22,F23-
-4.84495E+18,M,32,M32-38
-5.00051E+18,M,36,M32-38
-2.44416E+17,F,45,F43+
-3.0865E+18,M,25,M23-26
4.69058E+18,M,26,M23-26
1.89528E+18,M,29,M29-31
4.97837E+18,M,45,M39+
2.97302E+18,F,27,F27-28
2.08058E+18,F,43,F43+
8.72008E+18,M,27,M27-28
2.38938E+18,M,28,M27-28
-5.61172E+18,M,38,M32-38
-5.57454E+17,M,37,M32-38
5.98056E+18,M,28,M27-28
2.77232E+18,F,33,F33-42
-6.23366E+18,M,35,M32-38
8.33688E+18,M,39,M39+
-2.80793E+17,M,27,M27-28
-8.66595E+18,M,28,M27-28
-4.54598E+18,M,28,M27-28
-8.38201E+18,M,65,M39+
-5.6936E+18,F,38,F33-42
1.29409E+18,M,29,M29-31
-8.55696E+18,M,33,M32-38
4.60381E+18,F,27,F27-28
-2.442E+18,F,25,F24-26
-6.87729E+18,M,27,M27-28
5.99335E+18,M,35,M32-38
-4.29243E+17,M,33,M32-38
8.06817E+18,F,21,F23-
-4.76137E+17,F,24,F24-26
2.23974E+18,F,24,F24-26
-6.35202E+18,F,24,F24-26
-1.22527E+18,M,26,M23-26
6.10344E+18,F,24,F24-26
6.60717E+18,M,23,M23-26
7.56777E+18,F,27,F27-28
-6.57568E+18,M,22,M22-
-8.37378E+18,F,28,F27-28
-3.06096E+18,F,32,F29-32
-2.26339E+18,F,25,F24-26
2.42571E+18,M,37,M32-38
5.81983E+18,M,29,M29-31
-4.30331E+18,M,31,M29-31
-3.15129E+18,F,28,F27-28
-6.90818E+18,F,24,F24-26
7.28321E+18,M,48,M39+
3.45533E+18,F,23,F23-
8.12254E+18,F,23,F23-
6.54583E+18,F,32,F29-32
-1.35297E+18,M,58,M39+
1.83098E+18,M,23,M23-26
7.58994E+18,M,31,M29-31
-4.56287E+18,M,23,M23-26
-8.26759E+18,M,22,M22-
-4.46295E+18,F,33,F33-42
8.13998E+18,M,31,M29-31
4.48913E+18,M,33,M32-38
7.8558E+18,M,33,M32-38
-7.23212E+18,M,35,M32-38
2.91649E+18,M,21,M22-
-8.55622E+18,M,26,M23-26
8.21262E+18,F,46,F43+
5.74687E+18,M,22,M22-
-1.88903E+18,F,42,F33-42
2.19534E+18,F,42,F33-42
3.30753E+18,F,26,F24-26
-7.99466E+18,M,26,M23-26
4.47409E+18,F,21,F23-
-4.1006E+18,M,20,M22-
-8.34518E+18,F,28,F27-28
4.91978E+18,M,30,M29-31
-1.95461E+18,M,31,M29-31
1.75626E+18,F,25,F24-26
9.20779E+18,F,25,F24-26
5.68883E+18,F,24,F24-26
3.93493E+18,M,30,M29-31
1.3561E+18,F,24,F24-26
6.23942E+18,F,48,F43+
-6.18869E+18,M,29,M29-31
-5.76204E+18,M,22,M22-
9.18496E+18,M,28,M27-28
-7.05272E+18,M,25,M23-26
5.49792E+18,M,25,M23-26
5.1995E+18,M,22,M22-
4.81708E+18,M,22,M22-
-5.17502E+16,F,22,F23-
1.11148E+18,F,22,F23-
4.10032E+18,M,20,M22-
-1.89159E+18,F,26,F24-26
6.53167E+18,M,43,M39+
7.76642E+18,M,26,M23-26
3.82177E+18,M,23,M23-26
8.42767E+18,M,34,M32-38
-5.42497E+18,F,24,F24-26
-7.32437E+18,M,23,M23-26
-1.68633E+18,M,42,M39+
-9.20676E+17,F,22,F23-
-3.13217E+18,M,26,M23-26
2.56697E+18,F,24,F24-26
6.34187E+18,F,29,F29-32
2.83152E+17,F,29,F29-32
-2.40558E+18,F,29,F29-32
6.45226E+18,F,24,F24-26
-3.65417E+18,F,24,F24-26
-5.53305E+18,M,21,M22-
8.56713E+18,F,25,F24-26
3.12909E+18,F,20,F23-
8.80225E+18,F,27,F27-28
-6.89686E+18,F,27,F27-28
7.09957E+18,F,21,F23-
4.16958E+18,M,21,M22-
-3.20935E+17,M,21,M22-
-3.71157E+18,F,30,F29-32
-2.51401E+18,M,39,M39+
4.36032E+18,M,20,M22-
-7.78343E+18,M,20,M22-
6.90145E+18,M,20,M22-
9.91138E+17,M,20,M22-
2.81606E+18,M,20,M22-
-7.28415E+18,M,20,M22-
7.26197E+16,M,20,M22-
-1.63308E+18,F,22,F23-
2.66598E+17,M,29,M29-31
-6.40357E+18,M,35,M32-38
7.50468E+18,M,36,M32-38
4.7892E+18,M,29,M29-31
-2.72603E+18,F,22,F23-
-6.77774E+18,M,23,M23-26
8.42924E+18,M,41,M39+
7.10529E+18,F,30,F29-32
7.82543E+18,F,30,F29-32
-5.46229E+18,M,21,M22-
-1.84732E+18,M,20,M22-
5.61524E+18,M,20,M22-
4.87168E+18,F,34,F33-42
8.49795E+18,F,34,F33-42
3.60873E+18,M,26,M23-26
8.51281E+18,M,21,M22-
-1.5621E+18,M,26,M23-26
-3.16404E+18,F,21,F23-
-3.43046E+18,M,29,M29-31
4.78282E+18,M,34,M32-38
-2.80158E+18,M,34,M32-38
8.52542E+18,M,22,M22-
4.89992E+18,M,22,M22-
8.33695E+18,F,36,F33-42
-5.60073E+18,F,31,F29-32
-2.47038E+18,F,31,F29-32
8.73756E+18,M,19,M22-
-2.28998E+18,M,23,M23-26
8.24945E+18,M,23,M23-26
6.16237E+18,M,23,M23-26
-3.28297E+18,M,34,M32-38
-8.26321E+18,M,27,M27-28
-9.1777E+18,F,32,F29-32
5.20343E+18,M,17,M22-
3.5652E+17,F,25,F24-26
7.67824E+18,F,27,F27-28
4.92533E+17,F,21,F23-
-4.89387E+18,F,32,F29-32
-6.86473E+18,F,21,F23-
-2.24737E+16,M,17,M22-
4.73072E+17,M,19,M22-
-5.72949E+18,F,19,F23-
-7.34562E+18,F,19,F23-
1.20878E+18,F,31,F29-32
3.85823E+17,F,31,F29-32
-4.73538E+18,M,22,M22-
-4.41755E+18,F,21,F23-
-2.95438E+17,M,20,M22-
1.55784E+18,F,27,F27-28
8.32541E+18,F,27,F27-28
9.89664E+17,M,29,M29-31
8.28306E+18,M,29,M29-31
-4.9505E+18,M,29,M29-31
8.65929E+18,M,21,M22-
5.49127E+18,F,45,F43+
2.87748E+18,M,20,M22-
-2.45148E+18,M,24,M23-26
3.09993E+18,M,29,M29-31
-5.31647E+18,F,20,F23-
-6.07244E+18,M,26,M23-26
1.24492E+18,M,26,M23-26
-8.17015E+18,F,22,F23-
7.83731E+18,F,22,F23-
-1.3569E+18,F,20,F23-
-3.89805E+18,M,23,M23-26
-3.30714E+18,M,23,M23-26
4.05733E+18,F,22,F23-
-1.31568E+18,F,29,F29-32
6.68056E+18,M,19,M22-
7.46926E+18,F,23,F23-
-1.66856E+18,F,29,F29-32
-7.97597E+17,F,24,F24-26
-3.33662E+17,F,24,F24-26
-3.2165E+18,F,24,F24-26
-1.52662E+18,F,45,F43+
7.49132E+18,M,22,M22-
1.22861E+18,M,23,M23-26
-8.51932E+18,F,42,F33-42
7.65109E+18,F,42,F33-42
8.55698E+18,M,24,M23-26
5.95382E+18,M,24,M23-26
7.78185E+18,M,24,M23-26
-5.64215E+18,M,24,M23-26
-6.62994E+18,M,24,M23-26
4.68999E+18,F,27,F27-28
-1.72774E+18,F,30,F29-32
-6.38179E+18,F,19,F23-
7.72915E+18,F,21,F23-
-1.84345E+18,M,21,M22-
-2.12192E+17,M,21,M22-
-7.20444E+18,M,20,M22-
-3.29343E+18,M,25,M23-26
-1.70119E+18,M,25,M23-26
-9.00878E+18,M,23,M23-26
-9.17098E+18,M,23,M23-26
-3.22254E+18,M,28,M27-28
-6.52739E+18,M,21,M22-
-1.01243E+18,M,21,M22-
-5.92611E+18,M,29,M29-31
-2.51443E+18,M,29,M29-31
7.85384E+18,F,28,F27-28
3.81281E+18,M,23,M23-26
-5.23827E+18,M,21,M22-
-5.17502E+18,F,31,F29-32
-2.50609E+18,F,20,F23-
2.26686E+18,M,27,M27-28
-3.92775E+18,F,29,F29-32
6.0384E+18,F,22,F23-
-4.86192E+18,F,34,F33-42
5.22555E+18,M,30,M29-31
5.08769E+18,M,22,M22-
-3.1999E+18,M,22,M22-
-9.0159E+18,M,22,M22-
-6.50092E+18,M,23,M23-26
-8.65714E+18,M,22,M22-
8.6808E+18,F,25,F24-26
8.59714E+18,M,31,M29-31
8.50738E+18,F,24,F24-26
-6.96228E+18,M,21,M22-
-7.31534E+18,M,21,M22-
-8.48061E+18,M,40,M39+
7.13258E+18,M,38,M32-38
6.49471E+18,M,20,M22-
-8.70876E+18,M,20,M22-
3.49968E+18,M,23,M23-26
-1.93703E+18,F,38,F33-42
2.28745E+18,F,28,F27-28
5.09098E+18,F,28,F27-28
5.13224E+18,F,28,F27-28
-4.94806E+18,M,36,M32-38
-3.62018E+18,F,21,F23-
-8.0891E+16,F,25,F24-26
7.34402E+18,F,24,F24-26
4.04438E+18,F,16,F23-
1.47861E+18,F,23,F23-
5.28621E+18,M,20,M22-
-7.60316E+18,M,22,M22-
-8.9486E+18,M,26,M23-26
